,,Appearance,Behaviour,Where and when,Description
97692,24,"6-8 cm. Groot, lang lichaam met aan het uiteinde twee draden. Brede kop met grote kaken.",Hangt in een S-vorm met zijn staart aan het wateroppervlak en speurt zo naar prooien. ,In allerlei stilstaand water met veel waterplanten. Mei tot en met augustus.,
97693,24,"4-6 mm. Rond lichaam, rode schilden met twee zwarte stippen, maar ook andere combinaties.","Overwintert in groepjes op een beschutte plek; achter schors of onder stenen, maar ook in huizen.","Op kruiden, struiken en bomen met bladluizen.  Hele jaar, verscholen in de winter. ","<p><span class=""label"">Bah, vies </span> Zwart met rood of rood met zwart? Niet alle tweestippelige lieveheersbeestjes zien er hetzelfde uit, maar met deze kleuren geven ze, net als andere lieveheersbeestjes, een waarschuwing. Niet aankomen, ik smaak heel vies! Alleen een domme vogel maakt twee keer de fout een lieveheersbeestje op te eten. Wanneer er gevaar dreigt, houdt een lieveheersbeestje zich eerst heel stil, alsof hij dood is. Zijn pootjes trekt hij onder zijn pantser, zodat er niets meer uitsteekt. Als dat niet helpt, scheidt hij een speciale gele vloeistof uit. Dat vocht ruikt vies, smaakt heel bitter en is plakkerig. Als een vogel dat eenmaal heeft geproefd blijft hij voortaan wel van lieveheersbeestjes af. De kleuren van de kevertjes helpen hem hieraan herinneren. </p>"
97694,24,"1 cm. Deukje in het uiteinde van de dekschilden. Veel kleurencombinaties, helemaal rood, zwart met grote rode stippen, rood met kleine zwarte stipjes.",Eet een heleboel bladluizen en schildluizen.,"Overal waar genoeg bladluizen zijn. Hele jaar, verscholen in de winter.","<p><span class=""label"">Wereldreiziger </span> Het veelkleurig Aziatisch lieveheersbeestje heeft een grote eetlust. Dit kevertje komt van nature voor in Azië, maar hij leeft nu ook in de Verenigde Staten, Canada en Europa. Dat komt omdat hij daar is vrijgelaten in de landbouw en in kassen. Een beestje dat een heleboel per dag eet is heel handig voor het bestrijden van luizenplagen! In 2002 werden de lieveheersbeestjes voor het eerst in Nederland gezien en nu leven ze overal in ons land. In de herfst zie je ze soms zwermen in de lucht. Dan zijn ze op zoek naar een plekje om te overwinteren, vaak vanuit de natuurgebieden naar de stad. Het kan zomaar dat je dan ineens een heleboel lieveheersbeestjes in huis hebt. </p>"
97695,24,"3-4,5 mm, klein. Citroengele schilden met 22 zwarte stipjes.",Eet schimmels van bladeren. Overwintert onder hout of in de bodem.,"Op kruiden, struiken en bomen. Hele jaar, verscholen in de winter. ","<p><span class=""label"">Tuinieren </span> Citroenlieveheersbeestjes zijn vaak te vinden op planten waar kleine schimmeltjes op groeien. Die schimmels zorgen ervoor dat een groen blad een wit laagje krijgt. Dit heet meeldauw. Zowel de larven als de volwassen lieveheersbeestjes eten dit meeldauw. Dat is natuurlijk prettig voor de plant, want het kevertje houdt het blad zo schoon. Een blad met een schimmellaag neemt minder goed zonlicht op. Maar als het lieveheersbeestje van plant naar plant vliegt kan het zijn dat hij de schimmel meeneemt naar een plant die nog niet geïnfecteerd is. Deze nieuwe plant wordt ook besmet. Slim van het citroenlieveheersbeestje. Zo heeft hij straks nog meer te eten.</p>"
97696,24,"Huisje tot 2 cm. Eivormig huisje, groengeel tot bruin gekleurd en glasachtig.","Leeft zowel bij als in water. Haalt in water deels door de huid adem, deels door lucht te happen.",Vlakbij en in water en op vochtige plaatsen. Hele jaar.,"<p><span class=""label"">Beetje krap </span> Barnsteenslakken leven op het land, maar ze houden wel van vochtige plaatsen. Je vindt ze bijvoorbeeld in rietkragen, op oevers en in moerassen. Het huisje is zo dun, dat als de zon erdoorheen schijnt het huisje een mooi kleureffect krijgt. Het is als barnsteen. Het huisje lijkt af en toe wat te klein voor de slak. Bij droog weer is er geen probleem, maar wordt het al te vochtig, dan zwelt zijn zachte lichaam zó op dat hij er niet meer in past!</p>"
97697,24,"Tot 2 cm. Huisje als een torentje, met ongeveer 10 tot 12 windingen. Lichtbruin tot donkergrijsbruin gekleurd. ",Zit vaak in een groepje bij elkaar. ,"In kalkrijke en vochtige gebieden, onder schors, stenen en op de bodem. Hele jaar.","<p><span class=""label"">Regenslak </span> Bij droog weer laat de grote clausilia zich niet snel zien. Hij zit dan verscholen onder bladeren of stenen. Maar na een goede plensbui komen deze slakken massaal tevoorschijn. Met honderden zie je ze rondkruipen. Ze beginnen te eten en schrapen met hun rasptong voedsel van de ondergrond. Ze eten vooral schimmels, korstmossen en algen. Omdat de grote clausilia vaak alleen te zien is na regen wordt hij ook wel grote regenslak genoemd. </p>"
97698,24,"Huisje tot 2,5 cm. Rond huisje met ongeveer 5 windingen. Huisje bruin, roze of geel gekleurd met 1 tot 5 donkere banden, of ongestreept. Mondrand donkerbruin tot zwart.",Houdt van brandnetel en boterbloem.,"Op veel door mensen gemaakte plaatsen, zoals parken en tuinen. Hele jaar. ","<p><span class=""label"">Kameleonslak </span> Wanneer je gewone tuinslakken op verschillende plekken verzamelt, zie je dat ze er niet allemaal hetzelfde uitzien: de een heeft een geel huisje, de ander is donker, of  roze. Er zijn gewone tuinslakken met veel strepen, één streep of geen. Hoe de tuinslak eruitziet heeft veel te maken met waar hij leeft. In open gebieden zijn de huisjes meestal lichter dan in een omgeving waar veel schaduw is. Ook komen tuinslakken met donkere huisjes vaak in koudere gebieden voor. Dat is handig, want door de donkere kleur warmen de huisjes sneller op en kunnen de slakken actief worden. Nog een voordeel is dat donkere huisjes minder goed te zien zijn voor een hongerige vogel of ander roofdier. </p>"
97699,24,"Tot 2 cm. Rond huisje met ongeveer 4 windingen. Huisje vaak geel, roodbruin of oranje gekleurd met 1 tot 5 donkere banden, of ongestreept. Mondrand meestal licht gekleurd.",Zit veel op brandnetels en rietstengels.,"Struikgewas en loofbos, minder te zien in de stad dan de gewone tuinslak. Hele jaar.",
97700,24,"Groot, tot 4,5 cm. Bol huisje met 4 tot 5 windingen. Grondkleur meestal geelbruin, vaak met donkere banden en allerlei donkere vlekjes.",Houdt erg van tuinplanten.,Een echte stadsslak. Vooral in tuinen en parken. ,"<p><span class=""label"">Vreetslakje </span> De segrijnslak is een alleseter. Geen tuinplant is veilig voor hem, hij vindt alles even lekker! Ooit leefde de segrijnslak alleen in Zuid-Europa, maar tegenwoordig komt hij op veel plaatsen in de wereld voor. Hij is natuurlijk niet overal op eigen houtje heengekropen. Mensen namen ze overal mee naartoe. Soms onbedoeld, maar waarschijnlijk het meest met een goede reden: segrijnslakken zijn erg lekker om op te eten. Dus, als je planten in de tuin erg te lijden hebben van een segrijnslakkenplaag, zit er misschien maar één ding op… </p>"
97701,24,"Huisje tot 2 cm. Bruin, rond huisje met 5 tot 6 windingen. Een bruine, smalle lengteband en witte spikkels en lijnen. Lichaam donkergrijs tot zwart.",Eet algen en afval.,"In tuinen en parken, in struikgewas, van redelijk droog tot nat leefgebied. Hele jaar. ",
97702,24,"Groot, huisje tot  5 cm. Huisje groot, bolvormig, met ribbeltjes gestreept. Grauwwit tot licht geelbruin gekleurd. Lichaam grijsbruin.",Eet vooral tussen zonsondergang en middernacht.,"In Zuid-Limburg, verder in oude bossen rond kloosters en landhuizen en in de duinstreek. Hele jaar. Overwintert in zijn huisje.","<p><span class=""label"">Reuzegroot en stokoud </span> De wijngaardslak is de grootste landslak van Nederland. Voor een groot huisje is veel kalk nodig om deze in goede conditie te houden. Wijngaardslakken leven dan ook op plaatsen waar veel kalk in de bodem zit. De wijngaardslak wordt niet alleen het grootst, maar ook het oudst van alle Nederlandse slakken. De meeste soorten worden een jaar of misschien twee jaar, maar de wijngaardslak wordt in het wild wel vijf tot acht jaar oud! Het is een beschermde soort in ons land, vooral omdat hij erg gewild is als luxe voedsel voor mensen. Wijngaardslakken of hun lege huisjes mogen niet worden verzameld.</p>"
97703,24,"1-1,5 cm. Smal en langwerpig.  Donker gekleurd, met een fijn patroon van gele vlekjes en streepjes. De twee voorste poten zijn brede, behaarde roeipoten.",Zwemt snel. Maakt sjirpend geluid.,"In kleine, ondiepe watertjes met waterplanten. Hele jaar, maar minder in juni.","<p><span class=""label"">Snelle roeier </span> Er zijn veel soorten duikerwantsen, maar je hebt de meeste kans om de gewone duikerwants te vinden. Haal een schepnet door een niet al te vieze sloot en je ziet vast een paar van deze  grappige wantsjes. Gewone duikerwantsen zwemmen goed en snel. Dat moet ook wel om hun eten (allerlei kleine waterbeestjes) te vangen. Het voorste paar poten gebruiken ze als krachtige roeispanen. Het is leuk om gewone duikerwantsen een tijdje in een aquarium te houden. Doe er wel een deksel op, anders vliegen ze weg! Zo zie je ook mooi hoe de gewone duikerwants onder water ademhaalt: hij draagt gewoon een luchtbel mee onder het achterlijf.</p>"
97704,24,"14-16 mm. Lichte, oranjegele dekvleugels en een zwart driehoekig rugschildje.",Drijft en zwemt ondersteboven. Zit tegen de waterspiegel aan en wacht op prooien die op het water vallen of die onder hem door zwemmen. ,In allerlei stilstaand water. Hele jaar.,"<p><span class=""label"">Ondersteboven </span> Het bootsmannetje is een snel waterbeestje. Hij heeft een venijnige steeksnuit, dus pas op voor je vingers. Het bootsmannetje drijft ondersteboven tegen het wateroppervlak aan. Hij houdt zo alles goed in de gaten. Valt er iets op het water, of zwemt er misschien een prooi onder hem door? Doordat hij tegen het wateroppervlak aan drijft heeft hij altijd genoeg zuurstof. Hij kan dus meteen in actie komen en een diertje achtervolgen als hij trek krijgt. Het bootsmannetje heeft geen kaken. Gevangen prooien worden daarom leeggeslurpt via zijn snuit. Net als een rietje.</p>"
97705,24,"0,5-2 cm, grijsbruin. Van een afstandje lijkt het alsof hij 4 poten heeft. De midden- en achterpoten zijn lange schaatspoten. ",Schaatst over het water op zoek naar prooidieren. ,"Schone meren, niet bedekt met kroos. Maart tot december. ",
97706,24,"9-12 mm. Dun, naaldvormig, donkerbruin gekleurd. Lange poten en een  lange kop met twee bolvormige ogen. Geen vleugels.","Loopt langzaam over het wateroppervlak, meestal dicht langs de oever. ","Kleine, stilstaande wateren. Hele jaar, verborgen in de winter.",
97707,24,"2-3 mm, geelbruin. Lichaam heel bol en gebocheld. Halsschild en voorvleugels met diepe putjes.",Zwemt op zijn rug. ,"In stilstaand water, zoals plasjes en poelen. Hele jaar.",
97708,24,"0,5-1 cm. Smal en langwerpig. Donker gekleurd, met fijne gele lijntjes op dekvleugels en halsschild. De twee voorste poten zijn brede, behaarde roeipoten. ",Zwemt snel. Maakt sjirpend geluid.,Stilstaand water met waterplanten. Soms massaal aanwezig. Hele jaar. ,
97709,24,"1-1,5 cm. Breed en plat lichaam. Grijsbruin,  kop en halsschildje lichter gekleurd. De voorpoten zijn grijpers.","Zit stil tussen de waterplanten. Jaagt daar op insecten, kikkervisjes en slakken. ","In vijvers en sloten, vooral met veel waterplanten. Hele jaar.","<p><span class=""label"">Giftige grijper </span> De platte waterwants woont in allerlei sloten en plassen, ook als die best vies zijn. Met zijn krachtige voorpoten vangt hij grote prooien , zoals kikkervisjes. Alleen de grijpers zijn voor het vangen van de beweeglijke, glibberige kikkervisjes of andere beestjes niet voldoende. Gelukkig heeft de platte waterwants een sterk gif, dat hij zijn prooi inspuit zodra hij het gevangen heeft. Het gif verlamt de prooi waardoor die zich niet meer kan bewegen. De platte waterwants zuigt de prooi leeg met zijn steeksnuit. Wanneer een platte waterwants wordt opgepakt zal hij zich met zijn grijppoten verdedigen. Hij kan je er gemeen mee steken!</p>"
97710,24,"1,5-2 cm (zonder de adembuis). Lang en dun, als een wandelende tak. De voorste poten zijn grijppoten. ","Wacht geduldig op zijn prooien, net onder het wateroppervlak. ","Stilstaand water, vooral langs de oever tussen de planten. Vooral voorjaar, in de winter verborgen. ",
97711,24,"Huisje tot 0,5 cm. Huisje linksgewonden. Met de top naar boven en de mondopening naar je toe gedraaid zit deze dus links.","Zwaait zijn huisje bij bedreiging snel heen en weer, bijvoorbeeld als een bloedzuiger hem belaagt. ",Stilstaand water met veel planten. Hele jaar.,"<p><span class=""label"">Tegendraads </span> De bronblaashoren is een beetje apart. Hij heeft een aantal dingen anders dan andere waterslakken. Ten eerste is het huisje de verkeerde kant opgedraaid, linksom in plaats van rechtsom. Verder heeft hij twee mantellappen met vingervormige aanhangsels, een soort kieuwen. Ze liggen omgeslagen over de schelp heen. Ten slotte is het een van de snelste slakken van Nederland: hij haalt een topsnelheid van wel 17 centimeter per minuut!</p>"
97712,24,"Groot, huisje tot 7 cm. Huisje met maximaal 8 windingen, egaal grijsbruin van kleur.",Is vraatzuchtig. Veel grote poelslakken bij elkaar kunnen grote delen van waterplanten kaal grazen.,In allerlei stilstaande wateren. Hele jaar.,"<p><span class=""label"">Larvenhotel? </span> Soms heeft een gewone poelslak pech. Dan ontmoet hij de larve van een platworm, die leeft als parasiet. De larve heeft de slak nodig om zich te ontwikkelen. Hij dringt binnen in het lichaam van de slak en neemt  de controle over. De arme slak kan niet meer normaal leven. De platwormlarve kan de slak zelfs laten groeien tot een monsterslak van 8 centimeter groot! Zo maakt de larve meer ruimte voor zichzelf en voor de nieuwe boel larven die hij aanmaakt. Het slakkenlichaam wordt wateriger en de schelp wordt dunner en breekbaar. Wanneer de slak na een tijdje bijna dood is, zijn de larven van de platworm groot genoeg. Ze kunnen dan zelfstandig in het water overleven.</p>"
97713,24,"Klein, huisje tot 1 cm. Stevig, grijsbruin schelpje. Levende dieren met een sluitplaatje, een klepje om het huisje af te sluiten. ",Schraapt algen van planten en stenen.,"Vooral in grote, diepere wateren met stenen op de bodem, zoals grachten, kanalen en meren. Hele jaar.","<p><span class=""label"">Waterfilter </span> Net als de meeste zoetwaterslakken is de grote diepslak een echte schraper. Met zijn stugge rasptong schraapt hij algen en bacteriën van stenen. Maar dat is niet de enige manier waarop hij aan zijn voedsel komt. Zoals veel andere waterslakken filtert hij ook zwevende voedseldeeltjes uit het water. Hij slurpt water met voedseldeeltjes op en perst het water via de kieuwen weer naar buiten. De voedseldeeltjes blijven achter in de slak. Per dag kan dit kleine beestje zo wel een halve liter water filteren. Dat zijn, vergeleken met je eigen grootte, zo’n 45 grote waterflessen op een dag!</p>"
97714,24,"Huisje tot 3 cm. Vlekkerig bruin, huisje met een grote opening.",Komt af en toe naar het wateroppervlak om adem te halen.,"Allerlei wateren, maar vooral in kleine en ondiepe plassen. Hele jaar.","<p><span class=""label"">Adem in! </span> De ovale poelslak kan minder lang onder water blijven dan veel andere waterslakken. Net als de slakken die op het land leven behoort de ovale poelslak tot de longslakken: slakken die met longen ademhalen. De meeste andere waterslakken zijn kieuwslakken. Zij kunnen onder water blijven doordat ze met kieuwen ademhalen, net als bijvoorbeeld vissen. De ovale poelslak moet dus af en toe naar het wateroppervlak om adem te halen. Hij neemt een verse hap lucht met zijn speciale mantelholte, die werkt als long, en verdwijnt weer naar de waterbodem.</p>"
97715,24,"Huisje tot 3,5 cm. Bruin gekleurd en plat huisje, met 6 windingen.",Schraapt algen. Is regelmatig aan het wateroppervlak te vinden om adem te halen. ,"In allerlei wateren, het hele jaar. ","<p><span class=""label"">Rood aangelopen </span> De posthorenslak is net als de poelslakken een longslak. Normaalgesproken haalt hij zijn zuurstof dus uit de lucht. De posthorenslak heeft echter nog een ander trucje achter de hand. Hij heeft een stofje dat lijkt op hemoglobine. Hemoglobine zit in ons bloed en geeft het zijn rode kleur. Met dit hemoglobineachtige stofje kan de slak zuurstof direct opnemen uit het water waarin hij leeft. In water waarin veel zuurstof zit kan de posthorenslak helemaal rozerood verkleuren!</p>"
97716,24,"Tot 5 cm. Een van onze grootste waterslakken. Huisje met bruinpaarse banden, de top met een scherpe punt. Levende dieren hebben een sluitplaatje, een klepje om het huisje af te sluiten. ",Schraapt algen van waterplanten. ,"Stilstaand, helder water met veel waterplanten. Hele jaar.","<p><span class=""label"">Broedkamer </span> De spitse moerasslak doet het een beetje anders dan alle andere zoetwaterslakken. In plaats van eieren te leggen, als een hoopje drilpudding, lijkt het alsof ze haar jongen levend ter wereld brengt. In werkelijkheid maakt ze wel eieren, maar bewaart die in haar baarmoeder. De eieren komen na een tijdje uit, nog steeds binnenin haar buik. De piepkleine slakjes draagt ze nog een tijdje mee. Pas wanneer ze groot genoeg zijn, ongeveer 5 millimeter, worden de minislakjes losgelaten. Dit heet eierlevendbarend. Als het buiten te koud wordt, laat de spitse moerasslak geen jongen meer vrij. De slakjes die dan nog in haar buik zitten kunnen knus overwinteren.</p>"
97717,24,"Klein, huisje tot 0,5 cm. Donkerbruin, slank huisje. Lege schelpen bruinachtig of gelig. Mat of zwakglanzend, vaak met donkere aanslag.",Schraapt algen van stenen en planten. ,"Vooral in grote, diepere wateren met stenen op de bodem, zoals grachten, kanalen en meren. Hele jaar.","<p><span class=""label"">Exotisch horentje </span> Het Jenkins' brakwaterhorentje komt eigenlijk helemaal uit Nieuw Zeeland, aan de andere kant van de wereld. Waarschijnlijk is hij ruim honderd jaar geleden met het ballastwater in schepen in Europa terechtgekomen.  In 1913 werd het eerste Jenkins' brakwaterhorentje in Nederland gezien. De waterslak heeft zich inmiddels over heel Nederland verspreid. Soms zitten de horentjes met enorm veel bij elkaar, vooral op zandbodems. De bodem is dan bezaaid met honderdduizenden van deze donkere, kleine slakjes. </p>"
97718,24,"Huisje tot 2 cm. Donkerbruin gekleurd en plat, met 6 windingen.","Eet vooral rottende planten, maar ook algen. Zit soms op het droge.",Vooral in stilstaand water. Hele jaar.,"<p><span class=""label"">Droge waterslak </span> De gewone schijfhoren kan goed tegen droogte. Als het poeltje waarin hij zit droogvalt overleeft hij dit prima. Er moeten dan wel rottende planten aanwezig zijn, die als voedsel dienen. Wordt het hem te droog onder de voet, dan sluit de slak zijn huisje gewoon goed af. Zo kan hij wekenlang op het droge leven.</p>"
97719,24,"Tot 4 cm lang. Schelp stevig en geel tot donkerbruin gekleurd, vaak met een zigzagpatroon. Driehoekige, glanzende schelp met spitse top. Binnenkant lichtblauw.",Zit vaak in kluiten bij elkaar. ,"In grotere wateren zoals rivieren, kanalen, meren en brede sloten. Hele jaar. ","<p><span class=""label"">Minimossel </span> Vrouwtjes van de gewone driehoeksmossel maken wel 4 miljoen eieren. Vanaf eind mei tot oktober zitten er piepkleine larven in het water, slechts 0,2 mm groot. Zwemmen doen ze met trilharen. Na ongeveer een week is er een schelpje aan het larfje gegroeid. Die wordt daardoor zwaarder en zinkt naar de bodem. Hij is dan nog steeds maar 0,5 mm groot. Op de bodem kruipen de doorzichtige mosseltjes rond op zoek naar een geschikte plek om zich aan te hechten. Het liefst een beschut plekje met weinig licht. Met draden maken ze zich vast. Jonge mossels kunnen hun draden nog lostrekken om naar een ander plekje te verhuizen. Oudere dieren zijn minder actief. De gewone driehoeksmossel wordt ongeveer 5 jaar oud.</p>"
97720,24,"Tot 14 cm lang. Smalle, spits toelopende en stevige schelp. Met groeilijnen, te zien als donkere ribbels. De buitenkant is geelgroen tot bruin, de binnenzijde glanzend parelmoer.",Graaft zich in de waterbodem in.,Van kleine sloot tot grote rivier. Hele jaar. ,"<p><span class=""label"">Verfdoosje </span> De schelp van de schildersmossel is dik en stevig, niet zo breekbaar als die van bijvoorbeeld de vijvermossel. Zijn naam komt uit de tijd dat schilders de schelpen van de schildersmossel gebruikten om hun verf in te mengen en te bewaren. De twee schelphelften passen goed op elkaar en vormen zo een handig doosje! Voor de schildersmossel zelf is zo’n stevige schelp natuurlijk net zo handig. Zo kan hij wel tegen een stootje en roofdieren als de muskusrat komen moeilijker bij zijn kwetsbare lichaam.</p>"
97721,24,"Tot 13 cm lang. Schelpvorm als een afgeronde driehoek. Dunne, breekbare schelp met duidelijke groeilijnen. De buitenkant is geelgroen tot groenbruin, de binnenzijde glanzend parelmoer.",Graaft zich in de waterbodem in.,Van kleine sloot tot grote rivier. Hele jaar. ,
97722,24,"Tot 2,5 cm. Dikke, bolle schelp met fijne ribbeltjes. Geelbruin gekleurd, binnenkant blauwviolet of paarsig.",Kan als larfje vrij rondzwemmen.,"In stromend water, vaak grote rivieren met zandbodems. Hele jaar.",
97723,24,"0,5-2 cm. Bruin tot zwarte worm met twee lichte ogen.",Glijdt in water over planten en de bodem.,"In sloten, vijvers en meren. Hele jaar.",
97724,24,"0,5-1,5 cm. Heel plat lichaam. Wit tot beige gekleurd. Twee zwarte oogjes.","Zit nooit in het licht, maar op donkere plekjes in het water.","In sloten, vijvers en meren. Hele jaar.",
97725,24,"1-15 cm. Platte worm,  bruin tot groenzwart gekleurd.",Leeft in water en kan soms ook het land op kruipen.,"In bijna elke sloot, plas of vijver. Hele jaar. ",
97729,24,"Tot 12 cm, zonder de scharen. Wijnrode vlekken op achterlijf. Groepje sterke stekels op zijn wang (voelen!). ","Zit overdag verstopt, bijvoorbeeld onder stenen. ","Diepere rivieren en stromen, met een bodem van zand, steen of grind. Soms ook in slootjes. Hele jaar.","<p><span class=""label"">Kreeftenpester ?</span> Net als de rode Amerikaanse en de geknobbelde Amerikaanse rivierkreeft is de gevlekte Amerikaanse rivierkreeft een exoot. Hij kwam oorspronkelijk niet voor in Nederland en is door de mens naar Europa gebracht. Een aantal is losgelaten of ontsnapt en overleeft nu op eigen houtje in het wild. De gevlekte was een van de eerste Amerikaanse kreeften die in ons land gezien werd. Hij kwam echter niet alleen: hij droeg een piepkleine schimmel met zich mee, de kreeftenpest. Onschuldig voor Amerikaanse kreeften, maar dodelijk voor Europese kreeften. Die gingen dan ook massaal dood en werden verdrongen door de Amerikaanse soorten.</p>"
97730,24,"Tot 13 cm, zonder de scharen. Bruin gekleurd. Witte knobbels op de scharen.  ","Zit overdag verstopt, bijvoorbeeld onder stenen.","In sloten en vaarten. Veel in de provincie Utrecht. Zeldzaam in Zuid-Holland, Noord-Holland en Flevoland. Hele jaar.","<p><span class=""label"">Superschaar </span> De mannetjes van de geknobbelde Amerikaanse rivierkreeft kunnen heel groot worden, met scharen van meer dan 8 cm lang! Hiermee vechten ze tegen andere mannetjes en maken indruk op de vrouwtjes. Deze rivierkreeft, die hier oorspronkelijk niet voorkwam, is nog maar kortgeleden in ons land ontdekt, in 2004. Maar nu al komt hij op sommige plaatsen in enorme aantallen voor. Waterbeheerders zijn zelfs bang dat de dieren de waterkwaliteit aantasten of de oevers kapot maken met hun gegraaf. </p>"
97731,24,"Tot 15 cm, zonder de scharen. Donkerrood gekleurd. Felrode knobbels op de scharen. ",Zoekt op de bodem naar voedsel (vooral waterplanten) of een partner.,"Meestal ondiepe slootjes. In de Randstad en Arnhem, Breda en Nijmegen. Hele jaar. ’s Winters vaak in dieper water. ","<p><span class=""label"">Landloper</span> De rode Amerikaanse rivierkreeft is niet de kreeft die het meest voorkomt in Nederland, maar het is wel de opvallendste. Je hebt kans hem wandelend op het land tegen te komen. Vooral na onweersbuien krijgen deze kreeften soms massaal zin om over land te trekken. In Nederland wordt het niet snel te droog, maar mocht dit wel dreigen te gebeuren dan heeft de rode Amerikaanse rivierkreeft nog wel een oplossing. Het is een goede graver en in een zelfgegraven holletje zit hij de droogte uit. Dat weten we van deze exotische rivierkreeft omdat hij dat in zijn oorspronkelijke leefgebied, Noord-Amerika, ook doet. </p>"
97735,24,1 - 2 cm. Rond en zwart lichaam met blauwe glans. Glad halsschild. Stevige graafpoten.  ,Draait een bolletje van mest. ,In bossen en heides waar grote grazers lopen. In voorjaar en zomer. In het najaar vaak dood op wandelpaden.,"<p><span class=""label"">Broodje poep </span> Mestkevers leven van poep. Ze zijn daarom belangrijke poepruimers. Er zijn veel soorten mestkevers in Nederland, van heel klein tot groot. De bosmestkever eet de poep van allerlei dieren. Daarnaast heeft hij dode dieren en rottende paddenstoelen op het menu staan. De mest wordt ook gebruikt als voedsel voor de larven. Nadat er gepaard is graven mannetje en vrouwtje mestkever een gang in de grond onder de mest, bijvoorbeeld onder een koeienvlaai. Ze vullen de gang met de poep en met stukjes van planten. Aan het eind van die tunnel legt het vrouwtje haar eitjes. De larven die uit de eitjes komen kunnen een tijd leven van het rottende mengsel.  Na een jaar  zijn ze volwassen. </p>"
97736,24,"1 – 2,5 cm. Groot, glanzend lichaam. Zwart met vier oranje vlekken met golvende rand. Antennen in waaiervorm. Stevige graafpoten.",Begraaft dode dieren.,"In tuinen en parken. Hele jaar, behalve in de winter.","<p><span class=""label"">Dood doet leven </span> Doodgravers hebben dierenlijkjes nodig om zich voort te planten. Wanneer een paartje doodgravers een geschikt lijkje gevonden heeft, begraven ze het in de grond. Hiervoor gebruiken ze hun gekromde achterschenen. Mocht het dode diertje niet op de goede plaats liggen, dan kunnen doodgravers het eerst nog over grote afstand verslepen. Na het begraven legt het vrouwtje haar eitjes in een ondergrondse gang, die uitkomt op het begraven aas. Daar houdt de moederzorg niet op. De eitjes komen na ongeveer vijf dagen uit. Het vrouwtje roept de larven dan met tsjirpgeluiden. Ze reizen op haar rug mee naar het aas, dat door de ouders al voorverteerd is.</p>"
97737,24,Het glanzende lichaam is van bovenaf gezien eirond. De meeste glansloopkevers zijn groen of bruin.,Rent over het gras of over de stoep. ,"Overal, bijvoorbeeld tuinen en parken. Hele jaar.",
97738,24,"0,5 - 2 cm. Langgerekt lichaam, als een torpedo. ",Schiet zichzelf als hij op zijn rug ligt omhoog en komt weer op zijn pootjes terecht. ,"Overal buiten, ook veel vliegend te zien. Hele jaar, behalve in de winter. ","<p><span class=""label"">Raketje met pootjes </span> Wanneer een kniptor de lucht in schiet, maakt hij daarbij een geluid alsof er iemand met zijn vingers knipt. Je kan het uitproberen door een kniptor op zijn rug op je hand te leggen. Knip! Hij lanceert zichzelf wel 30 centimeter de lucht in en landt weer op zijn pootjes. Met dit trucje schrikt hij vijanden af en ontkomt aan gevaar. Er zijn in Nederland wel  75 soorten kniptorren. Hun larven noemen we ritnaalden. Ritnaalden leven 3 tot 5 jaar onder de grond. Ze eten er de wortels van grassen, granen, suikerbieten en aardappels. Hierdoor kunnen ze soms flinke schade maken aan de planten.</p>"
97739,24,"1 cm. Bol, dofzwart lichaam met putjes en groefjes. Gele vlekjes op het achterlichaam. Lange voelsprieten, met een knikje erin. Lange, brede snuit.",Is ’s nachts actief en eet van veel verschillende soorten planten.,"In bosranden, tuinen en parken. Hele jaar. ",
97740,24,"Tot 3 cm.  Slank, steeds smaller wordend achterlijf met twee draden aan de punt. Lange nek. ",Houdt zijn achterlijf omhoog. Zwemt met zijn voorpoten.,"In stilstaand of langzaam stromend water, met veel schaduw en bladeren. Mei tot augustus.","<p><span class=""label"">Pop op de oever </span> De larve van de gegroefde watertor leeft in het water, net als de volwassen tor. In het voorjaar en de vroege zomer vreet hij zich vol met alle diertjes die hij kan vangen. In ongeveer vier weken heeft hij genoeg gegeten om te verpoppen. Daarvoor moet hij eerst de oever opklimmen en naar een vochtig holletje zoeken. Heeft hij die gevonden, dan verpopt hij en blijft ongeveer een maand in het holletje liggen. Daarna kruipt hij als volwassen watertor uit de pop en loopt hij terug naar het water. </p>"
97741,24,"2-3 cm. Behaard lichaam. Roodbruine dekschilden en meestal zwart halsschild. Voelsprieten in waaiervorm, bij het mannetje groot. Achterlijf puntig.",Vliegt in mei soms in enorme zwermen.,Bosranden en open velden. Late voorjaar tot zomer. ,"<p><span class=""label""> Enge dingen? </span> De larven van de meikever heten engerlingen. Veel mensen hebben ze liever niet in hun tuin. Engerlingen knagen aan wortels van kruidachtige planten en van bomen. Als veel engerlingen dat op een plaats doen veroorzaken ze schade in gazonnen en moestuinen. De larven zitten veilig verstopt in de grond, maar hun vraatzucht verraadt ze wel een beetje. In gazonnen zie je een bruine plek op de plaats waar de larve in de grond zit.</p>"
